1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
11801	-1.179652	4223.955657	0.305853	0.005477	2.8
11802	-1.115053	4223.900937	0.305857	0.008484	2.9
11803	-1.145324	4224.233566	0.305833	0.008068	2.7
11804	-1.151234	4224.178629	0.305837	0.006995	2.7
11805	-1.138159	4224.126736	0.305840	0.008133	2.9
11806	-1.130544	4224.357605	0.305824	0.009421	3.0
11807	-1.172997	4225.357584	0.305752	0.010010	3.2
11808	-1.128416	4226.357556	0.305680	0.008354	3.0
11809	-1.158183	4226.302615	0.305684	0.009811	2.8
11810	-1.099584	4226.247674	0.305688	0.006687	3.1
11811	-1.143796	4226.192752	0.305692	0.007832	3.0
11812	-1.158995	4226.138399	0.305696	0.008649	2.9
11813	-1.136609	4226.083467	0.305700	0.007495	2.8
11814	-1.133590	4226.356116	0.305680	0.005047	3.3
11815	-1.142082	4226.302726	0.305684	0.011997	3.2
11816	-1.110975	4226.248056	0.305688	0.006882	3.2
11817	-1.153855	4226.193123	0.305692	0.010336	2.9
11818	-1.121945	4227.193112	0.305620	0.009235	2.9
11819	-1.104922	4227.138171	0.305624	0.005889	3.0
11820	-1.099465	4227.106773	0.305626	0.004585	2.7
11821	-1.129336	4227.521458	0.305596	0.010319	2.7
11822	-1.164295	4227.487780	0.305598	0.008505	2.6
11823	-1.124391	4227.432839	0.305602	0.011806	2.8
11824	-1.133745	4227.377898	0.305606	0.005328	3.0
11825	-1.110640	4228.295792	0.305540	0.010405	2.9
11826	-1.059590	4228.433645	0.305530	0.006282	2.7
11827	-1.104082	4229.433635	0.305459	0.007985	2.7
11828	-1.155439	4229.574474	0.305448	0.009617	2.7
11829	-1.173007	4230.523597	0.305380	0.011919	2.9
11830	-1.159428	4230.468656	0.305384	0.011946	2.8
11831	-1.108249	4230.431097	0.305387	0.006017	2.7
11832	-1.118999	4231.431097	0.305315	0.011223	2.8
11833	-1.156639	4231.376156	0.305319	0.006926	3.1
11834	-1.158019	4232.344081	0.305250	0.008243	2.8
11835	-1.152844	4232.838757	0.305214	0.013621	3.1
11836	-1.161859	4232.783816	0.305218	0.010849	2.7
11837	-1.131734	4232.728875	0.305222	0.010755	2.7
11838	-1.124164	4233.728875	0.305150	0.005863	2.8
11839	-1.110368	4234.728811	0.305079	0.006737	2.9
11840	-1.149544	4235.662215	0.305012	0.009707	2.7
11841	-1.097736	4236.412223	0.304958	0.007103	2.9
11842	-1.110220	4237.412068	0.304886	0.009520	3.0
11843	-1.177898	4237.360019	0.304890	0.013749	2.8
11844	-1.144568	4237.305078	0.304894	0.009889	3.2
11845	-1.146653	4238.305078	0.304822	0.007486	2.7
11846	-1.096050	4239.304955	0.304751	0.006553	2.8
11847	-1.150531	4239.250063	0.304755	0.005472	2.7
11848	-1.168157	4239.457489	0.304740	0.008240	2.7
11849	-1.154432	4240.447995	0.304669	0.011252	2.9
11850	-1.162894	4241.447995	0.304598	0.009829	2.9
11851	-1.121088	4241.393061	0.304602	0.008640	2.9
11852	-1.110669	4241.816182	0.304571	0.011556	2.8
11853	-1.116197	4242.816112	0.304500	0.006032	3.0
11854	-1.154040	4242.761171	0.304504	0.005811	3.0
11855	-1.107842	4243.088478	0.304480	0.008463	2.8
11856	-1.157346	4244.087380	0.304409	0.008997	3.5
11857	-1.142576	4245.020395	0.304343	0.005749	3.0
11858	-1.141720	4244.966249	0.304346	0.010666	2.8
11859	-1.138560	4245.961809	0.304275	0.007703	2.9
11860	-1.144772	4246.961759	0.304204	0.010831	2.7
11861	-1.157828	4246.906818	0.304208	0.008374	3.4
11862	-1.095921	4247.906811	0.304137	0.010058	3.0
11863	-1.083158	4248.906666	0.304066	0.006643	2.8
11864	-1.150066	4249.906513	0.303994	0.008464	3.0
11865	-1.157875	4249.865885	0.303997	0.009145	3.0
11866	-1.158597	4249.810945	0.304001	0.008391	3.0
11867	-1.173258	4249.756004	0.304005	0.007593	3.0
11868	-1.157777	4250.755564	0.303934	0.009870	2.8
11869	-1.126605	4251.755557	0.303863	0.009131	3.0
11870	-1.176228	4251.700617	0.303867	0.012831	2.7
11871	-1.149305	4252.700607	0.303796	0.006365	3.0
11872	-1.141952	4253.700585	0.303725	0.008358	2.9
11873	-1.139899	4254.549743	0.303664	0.008601	2.9
11874	-1.135866	4254.494877	0.303668	0.008927	3.0
11875	-1.167263	4254.444932	0.303672	0.007885	2.9
11876	-1.108471	4254.389991	0.303676	0.010573	2.7
11877	-1.108562	4254.383605	0.303676	0.007946	2.8
11878	-1.125987	4254.328664	0.303680	0.007974	2.8
11879	-1.129756	4254.273725	0.303684	0.007428	3.4
11880	-1.125833	4254.435181	0.303672	0.009063	3.0
11881	-1.105840	4254.380243	0.303676	0.008778	2.9
11882	-1.109532	4254.325348	0.303680	0.006991	2.8
11883	-1.125103	4254.270409	0.303684	0.006355	2.7
11884	-1.083215	4254.215511	0.303688	0.007682	2.8
11885	-1.123090	4254.160580	0.303692	0.014746	2.8
11886	-1.170462	4255.160580	0.303621	0.005781	2.7
11887	-1.130186	4255.105639	0.303625	0.005324	2.7
11888	-1.143259	4255.065609	0.303628	0.012384	2.8
11889	-1.163445	4255.026929	0.303630	0.007195	2.9
11890	-1.094674	4256.026753	0.303559	0.008883	2.8
11891	-1.168613	4255.977003	0.303563	0.007190	2.8
11892	-1.108374	4256.976987	0.303492	0.007539	2.7
11893	-1.139074	4257.878292	0.303428	0.006036	2.7
11894	-1.173782	4257.832964	0.303431	0.007675	2.8
11895	-1.158539	4258.778001	0.303364	0.007559	3.5
11896	-1.123279	4258.723813	0.303368	0.007866	2.7
11897	-1.108599	4259.722075	0.303297	0.007601	2.9
11898	-1.145251	4260.481261	0.303244	0.007511	3.4
11899	-1.132752	4260.426631	0.303247	0.011508	2.6
11900	-1.146361	4260.379010	0.303251	0.009795	2.6
11901	-1.146122	4260.324069	0.303255	0.006010	2.8
11902	-1.135816	4261.264376	0.303188	0.005915	2.6
11903	-1.137171	4261.210079	0.303192	0.005287	2.8
11904	-1.152777	4261.173763	0.303194	0.012082	2.7
11905	-1.183961	4261.118984	0.303198	0.007468	2.9
11906	-1.124873	4261.533358	0.303169	0.010376	2.7
11907	-1.137522	4262.519570	0.303099	0.013040	2.8
11908	-1.129302	4262.464629	0.303103	0.006979	2.7
11909	-1.107089	4263.464629	0.303032	0.010222	2.7
11910	-1.146847	4263.409689	0.303036	0.008949	2.9
11911	-1.105318	4263.498099	0.303030	0.010494	2.9
11912	-1.159217	4263.445411	0.303034	0.012392	2.6
11913	-1.089340	4263.390470	0.303038	0.007430	2.7
11914	-1.128634	4264.389459	0.302967	0.007143	3.2
11915	-1.126372	4264.335084	0.302971	0.008274	3.1
11916	-1.118044	4265.335065	0.302900	0.006274	3.3
11917	-1.102414	4265.280134	0.302904	0.005666	3.1
11918	-1.162915	4265.227526	0.302908	0.006674	3.0
11919	-1.126972	4265.975582	0.302855	0.007125	2.9
11920	-1.141775	4266.947074	0.302786	0.004973	3.0
11921	-1.163590	4267.857585	0.302722	0.011651	3.0
11922	-1.128853	4268.857153	0.302651	0.012603	2.8
11923	-1.145855	4269.857153	0.302581	0.006392	2.8
11924	-1.182849	4270.856870	0.302510	0.006867	3.0
11925	-1.137758	4270.802561	0.302514	0.006237	2.9
11926	-1.135938	4270.864498	0.302510	0.005325	2.8
11927	-1.108727	4271.779056	0.302445	0.010125	3.1
11928	-1.112505	4271.726308	0.302449	0.006760	2.9
11929	-1.119660	4271.673504	0.302453	0.007143	3.0
11930	-1.167600	4271.618571	0.302457	0.009462	2.8
11931	-1.118643	4272.618494	0.302386	0.011113	2.8
11932	-1.158014	4272.563594	0.302390	0.008261	3.3
11933	-1.099331	4273.563594	0.302320	0.005378	2.9
11934	-1.111599	4274.562289	0.302249	0.007721	2.9
11935	-1.142718	4274.509146	0.302253	0.010062	2.8
11936	-1.097355	4275.509141	0.302183	0.005579	2.7
11937	-1.145565	4275.454202	0.302187	0.006397	2.9
11938	-1.151385	4275.404902	0.302190	0.007560	2.7
11939	-1.136252	4276.404121	0.302120	0.007286	3.0
11940	-1.162777	4277.333329	0.302055	0.009258	2.8
11941	-1.135184	4277.299733	0.302057	0.008809	2.7
11942	-1.114839	4277.244795	0.302061	0.010968	3.2
11943	-1.142554	4277.189854	0.302065	0.008984	2.6
11944	-1.168254	4278.189854	0.301994	0.009637	3.0
11945	-1.119241	4279.189854	0.301924	0.006288	3.4
11946	-1.156654	4279.138316	0.301928	0.007725	3.0
11947	-1.105742	4279.083377	0.301932	0.006141	2.6
11948	-1.139119	4279.979227	0.301869	0.008232	2.9
11949	-1.156743	4280.543043	0.301829	0.006901	2.8
11950	-1.124399	4280.488102	0.301833	0.007568	3.0
11951	-1.169836	4280.738641	0.301815	0.008654	2.9
11952	-1.127567	4281.738629	0.301745	0.005389	2.8
11953	-1.127359	4282.699780	0.301678	0.012683	2.8
11954	-1.128926	4282.702035	0.301678	0.005939	2.8
11955	-1.159501	4282.659498	0.301681	0.008672	2.7
11956	-1.079157	4282.613383	0.301684	0.008421	2.8
11957	-1.132582	4282.558442	0.301688	0.007328	3.3
11958	-1.111093	4282.779828	0.301672	0.007832	2.8
11959	-1.179647	4283.778393	0.301602	0.007174	2.9
11960	-1.142250	4283.815875	0.301600	0.005910	2.7
11961	-1.177511	4283.776194	0.301603	0.006127	2.8
11962	-1.115357	4284.350626	0.301562	0.009512	3.0
11963	-1.181456	4284.310850	0.301565	0.007873	2.7
11964	-1.134727	4284.790947	0.301531	0.008745	2.9
11965	-1.115950	4285.511031	0.301481	0.008198	3.2
11966	-1.155629	4285.456114	0.301485	0.010641	2.6
11967	-1.169916	4285.401181	0.301489	0.008748	2.7
11968	-1.108819	4286.401051	0.301419	0.006448	2.7
11969	-1.137374	4287.300551	0.301356	0.005176	2.7
11970	-1.116293	4288.132936	0.301298	0.004483	2.9
11971	-1.160292	4288.664509	0.301260	0.004102	3.0
11972	-1.120619	4288.614399	0.301264	0.006653	2.7
11973	-1.115984	4288.634805	0.301263	0.009621	2.9
11974	-1.144823	4289.630439	0.301193	0.007639	2.8
11975	-1.125123	4290.278308	0.301148	0.005724	2.8
11976	-1.133673	4290.225145	0.301151	0.009792	2.7
11977	-1.152082	4291.224019	0.301082	0.006100	2.7
11978	-1.126232	4291.203854	0.301083	0.008588	2.7
11979	-1.143895	4291.149200	0.301087	0.010807	2.7
11980	-1.153961	4291.094288	0.301091	0.012109	2.9
11981	-1.145739	4292.073620	0.301022	0.009639	3.4
11982	-1.139047	4292.018681	0.301026	0.009356	2.9
11983	-1.133215	4293.001441	0.300958	0.008333	2.8
11984	-1.100073	4294.001440	0.300888	0.006419	2.9
11985	-1.150708	4293.946501	0.300892	0.007333	2.8
11986	-1.094818	4293.891579	0.300895	0.006769	2.8
11987	-1.157599	4293.843392	0.300899	0.008552	2.7
11988	-1.136473	4293.855666	0.300898	0.009016	2.8
11989	-1.162452	4293.804854	0.300902	0.005794	2.8
11990	-1.143876	4294.778196	0.300834	0.006886	2.7
11991	-1.141755	4295.522488	0.300782	0.006389	3.5
11992	-1.148233	4296.432927	0.300718	0.010565	3.0
11993	-1.138502	4296.378124	0.300722	0.005596	2.7
11994	-1.145869	4296.348576	0.300724	0.011343	2.8
11995	-1.159302	4296.296162	0.300728	0.008582	2.9
11996	-1.108046	4297.296162	0.300658	0.016945	3.0
11997	-1.174712	4298.296162	0.300589	0.008827	2.9
11998	-1.124045	4298.254343	0.300592	0.007972	2.8
11999	-1.153201	4298.199402	0.300595	0.013585	2.7
12000	-1.095079	4298.144461	0.300599	0.007221	2.8
12001	-1.111722	4298.089520	0.300603	0.012797	2.8
12002	-1.159091	4299.089405	0.300533	0.011632	2.9
12003	-1.166638	4300.089405	0.300464	0.007350	2.8
12004	-1.134916	4301.089405	0.300394	0.007908	2.9
12005	-1.134360	4301.034598	0.300398	0.010035	2.9
12006	-1.148677	4301.962880	0.300334	0.006935	3.0
12007	-1.124045	4302.962879	0.300264	0.007131	3.0
12008	-1.164346	4303.095781	0.300255	0.009864	2.8
12009	-1.104154	4304.095451	0.300186	0.011338	2.7
12010	-1.109101	4305.095407	0.300116	0.007901	2.7
12011	-1.109200	4305.042349	0.300120	0.006567	3.0
12012	-1.174001	4305.648819	0.300078	0.005701	2.8
12013	-1.120272	4305.722297	0.300073	0.009548	2.7
12014	-1.150268	4305.667393	0.300077	0.007564	2.7
12015	-1.154667	4305.613713	0.300080	0.006119	2.7
12016	-1.102977	4306.413357	0.300025	0.008674	2.7
12017	-1.195810	4306.359183	0.300029	0.007148	2.8
12018	-1.149051	4306.529364	0.300017	0.006649	2.9
12019	-1.143286	4307.524519	0.299948	0.011908	2.9
12020	-1.184992	4307.469578	0.299952	0.012586	2.7
12021	-1.159363	4307.414637	0.299955	0.004871	3.0
12022	-1.175094	4308.414606	0.299886	0.006121	3.0
12023	-1.141622	4308.510657	0.299879	0.004964	2.8
12024	-1.132338	4308.457141	0.299883	0.016091	2.8
12025	-1.105213	4308.402201	0.299887	0.005192	2.8
12026	-1.096010	4309.064021	0.299841	0.009457	2.8
12027	-1.096097	4309.105266	0.299838	0.005493	3.2
12028	-1.102817	4309.064350	0.299841	0.005686	3.1
12029	-1.100477	4309.010819	0.299845	0.009369	2.7
12030	-1.144360	4309.089180	0.299839	0.009381	2.9
12031	-1.131788	4310.089180	0.299770	0.011769	2.7
12032	-1.129805	4310.034239	0.299774	0.005589	2.7
12033	-1.136926	4310.851532	0.299717	0.005447	2.9
12034	-1.121239	4310.923263	0.299712	0.005119	2.8
12035	-1.107817	4311.757682	0.299655	0.004903	2.7
12036	-1.115632	4311.931001	0.299643	0.006621	3.0
12037	-1.118162	4311.876651	0.299647	0.008620	2.7
12038	-1.125679	4311.821735	0.299650	0.009952	3.0
12039	-1.149766	4311.766794	0.299654	0.005815	3.0
12040	-1.172311	4312.763678	0.299585	0.012955	2.9
12041	-1.139896	4313.639827	0.299525	0.011751	2.9
12042	-1.120180	4314.332144	0.299477	0.007417	2.7
12043	-1.132800	4314.278199	0.299481	0.008022	2.7
12044	-1.109085	4314.223258	0.299484	0.010306	2.9
12045	-1.107775	4315.212441	0.299416	0.006352	3.2
12046	-1.111673	4315.197109	0.299417	0.006654	3.4
12047	-1.152874	4315.160679	0.299420	0.006865	2.7
12048	-1.150958	4315.107716	0.299423	0.007827	2.7
12049	-1.143632	4315.066059	0.299426	0.007017	2.9
12050	-1.111037	4316.065274	0.299357	0.009823	2.8
12051	-1.112977	4316.932958	0.299297	0.004420	2.8
12052	-1.124339	4317.921437	0.299229	0.008920	2.8
12053	-1.141643	4318.099722	0.299217	0.013505	3.0
12054	-1.135172	4319.095289	0.299148	0.009155	2.7
12055	-1.108941	4320.095288	0.299079	0.011638	2.9
12056	-1.104326	4320.040347	0.299083	0.004631	3.1
12057	-1.191732	4320.220418	0.299071	0.007689	3.0
12058	-1.164902	4320.196403	0.299072	0.006466	2.7
12059	-1.133136	4320.141465	0.299076	0.005997	2.7
12060	-1.146505	4320.231847	0.299070	0.009730	2.7
12061	-1.113063	4320.198619	0.299072	0.006192	2.8
12062	-1.179798	4321.118741	0.299009	0.008972	2.8
12063	-1.121328	4321.065316	0.299012	0.004475	2.9
12064	-1.137804	4321.019810	0.299016	0.008797	3.0
12065	-1.121045	4321.037345	0.299014	0.004582	2.8
12066	-1.117589	4320.993948	0.299017	0.010046	2.7
12067	-1.127768	4321.031997	0.299015	0.006945	3.1
12068	-1.121468	4320.977056	0.299018	0.009157	2.9
12069	-1.151859	4321.350060	0.298993	0.010917	3.4
12070	-1.126889	4322.350060	0.298924	0.004698	3.1
12071	-1.167482	4323.346453	0.298855	0.009099	3.0
12072	-1.081519	4323.291555	0.298859	0.007007	3.7
12073	-1.128440	4323.236617	0.298863	0.015875	3.2
12074	-1.139883	4323.181676	0.298867	0.009068	2.8
12075	-1.153338	4324.181676	0.298798	0.005891	2.9
12076	-1.132465	4324.841353	0.298753	0.013313	3.2
12077	-1.122716	4324.786412	0.298756	0.007656	3.0
12078	-1.194653	4324.731471	0.298760	0.007201	2.8
12079	-1.142473	4324.676551	0.298764	0.007180	2.9
12080	-1.093656	4324.921448	0.298747	0.011633	2.8
12081	-1.120431	4324.867675	0.298751	0.008872	3.0
12082	-1.150572	4325.867672	0.298682	0.006410	2.9
12083	-1.133153	4326.546637	0.298635	0.009850	3.0
12084	-1.106904	4326.491697	0.298639	0.010305	2.7
12085	-1.145087	4326.801503	0.298618	0.007890	2.7
12086	-1.122210	4326.760738	0.298621	0.007457	2.8
12087	-1.100671	4326.705797	0.298624	0.007535	2.8
12088	-1.142164	4326.754871	0.298621	0.009007	2.8
12089	-1.192840	4326.699942	0.298625	0.008202	2.9
12090	-1.176429	4326.645970	0.298629	0.012940	3.1
12091	-1.124238	4326.591036	0.298632	0.007991	3.0
12092	-1.141963	4326.536095	0.298636	0.009539	2.9
12093	-1.108379	4327.528027	0.298568	0.006863	2.7
12094	-1.148948	4327.507612	0.298569	0.008238	3.1
12095	-1.135668	4327.498658	0.298570	0.010611	2.8
12096	-1.138154	4327.461900	0.298573	0.007839	2.9
12097	-1.156764	4328.426752	0.298506	0.008272	3.1
12098	-1.160234	4329.426732	0.298438	0.009465	2.8
12099	-1.151079	4329.371791	0.298441	0.008108	2.7
12100	-1.088138	4329.316850	0.298445	0.009621	3.0
12101	-1.076815	4330.316850	0.298377	0.005062	2.9
12102	-1.131931	4330.261913	0.298380	0.005543	2.9
12103	-1.151271	4330.274438	0.298380	0.004282	2.7
12104	-1.110212	4330.300823	0.298378	0.007456	2.9
12105	-1.165272	4330.246222	0.298381	0.005320	2.8
12106	-1.110271	4330.660844	0.298353	0.007875	2.8
12107	-1.104536	4330.632284	0.298355	0.005056	2.8
12108	-1.121615	4330.578815	0.298359	0.012338	3.2
12109	-1.134341	4330.523972	0.298362	0.009718	2.8
12110	-1.140559	4331.523972	0.298294	0.006000	2.8
12111	-1.125374	4332.296952	0.298241	0.009151	2.7
12112	-1.144508	4333.120144	0.298185	0.012362	3.8
12113	-1.138898	4333.065203	0.298188	0.011184	2.8
12114	-1.152989	4334.065203	0.298120	0.004994	2.9
12115	-1.143024	4335.035357	0.298053	0.009302	2.8
12116	-1.131182	4334.980426	0.298057	0.008735	2.7
12117	-1.115100	4335.316490	0.298034	0.008142	3.3
12118	-1.112964	4335.419827	0.298027	0.007864	2.8
12119	-1.117223	4335.364886	0.298031	0.009766	3.2
12120	-1.139320	4335.328005	0.298033	0.007217	2.8
12121	-1.161085	4336.259366	0.297970	0.010119	2.8
12122	-1.157601	4336.399484	0.297960	0.011286	3.0
12123	-1.132439	4337.399480	0.297892	0.006066	2.9
12124	-1.160518	4337.345942	0.297895	0.008059	2.8
12125	-1.107211	4337.291002	0.297899	0.008137	2.9
12126	-1.096685	4338.290768	0.297831	0.005936	2.7
12127	-1.128689	4338.236701	0.297835	0.009833	2.9
12128	-1.083475	4339.214263	0.297768	0.008821	2.8
12129	-1.136772	4340.212695	0.297700	0.013382	2.7
12130	-1.154703	4341.212695	0.297631	0.007747	2.8
12131	-1.143029	4341.157754	0.297635	0.005111	2.8
12132	-1.120043	4341.598241	0.297605	0.005751	3.0
12133	-1.150957	4341.891780	0.297585	0.008017	2.9
12134	-1.079058	4341.928820	0.297583	0.008091	2.7
12135	-1.163549	4341.929194	0.297582	0.011890	3.3
12136	-1.128977	4341.874253	0.297586	0.006730	2.8
12137	-1.113555	4341.865377	0.297587	0.006817	2.8
12138	-1.134548	4341.853162	0.297588	0.011192	3.0
12139	-1.143876	4341.798304	0.297591	0.009582	2.8
12140	-1.153468	4341.743363	0.297595	0.013088	3.2
12141	-1.115974	4342.743363	0.297527	0.006646	2.9
12142	-1.161916	4342.780142	0.297524	0.007462	2.7
12143	-1.144816	4342.726446	0.297528	0.007288	2.8
12144	-1.136666	4342.673066	0.297532	0.008096	2.8
12145	-1.100995	4342.618128	0.297536	0.007889	2.8
12146	-1.119033	4342.563361	0.297539	0.009912	2.9
12147	-1.117131	4343.561284	0.297471	0.007241	2.8
12148	-1.140691	4344.561275	0.297403	0.006658	2.7
12149	-1.152865	4344.530631	0.297405	0.007993	3.0
12150	-1.150990	4344.475756	0.297409	0.007319	2.7
12151	-1.145335	4345.473702	0.297341	0.006505	2.9
12152	-1.107760	4346.465145	0.297273	0.006046	2.8
12153	-1.093087	4347.119529	0.297229	0.008138	3.1
12154	-1.150512	4347.064636	0.297233	0.009794	3.0
12155	-1.141406	4348.064636	0.297165	0.007910	2.9
12156	-1.140442	4349.010503	0.297100	0.009530	2.7
12157	-1.122102	4350.008675	0.297032	0.004833	2.8
12158	-1.136547	4350.006024	0.297033	0.008621	2.8
12159	-1.133322	4350.935276	0.296969	0.010433	2.8
12160	-1.089387	4351.935276	0.296902	0.007711	2.8
12161	-1.124193	4351.880335	0.296905	0.009014	2.9
12162	-1.160481	4352.880331	0.296837	0.015905	3.1
12163	-1.152254	4352.825390	0.296841	0.009947	2.7
12164	-1.100722	4352.770449	0.296845	0.008532	2.8
12165	-1.099128	4353.770428	0.296777	0.007069	2.8
12166	-1.142597	4354.740458	0.296711	0.008772	2.7
12167	-1.165014	4354.740120	0.296711	0.005831	3.1
12168	-1.172869	4355.739592	0.296644	0.014610	2.7
12169	-1.140889	4355.684650	0.296647	0.006848	2.8
12170	-1.094171	4355.629734	0.296651	0.007762	3.0
12171	-1.125061	4355.574808	0.296655	0.007562	2.6
12172	-1.180724	4356.574246	0.296587	0.012195	3.1
12173	-1.118436	4356.593769	0.296586	0.006620	2.9
12174	-1.129431	4357.592936	0.296518	0.007072	3.2
12175	-1.126500	4358.572981	0.296452	0.005884	3.0
12176	-1.110239	4358.672297	0.296445	0.006454	2.9
12177	-1.063794	4358.617419	0.296449	0.009091	2.7
12178	-1.127467	4359.616301	0.296381	0.011604	2.9
12179	-1.112712	4359.561361	0.296385	0.009368	3.4
12180	-1.149360	4360.561361	0.296317	0.009399	3.4
12181	-1.110306	4361.561339	0.296249	0.008959	2.8
12182	-1.141991	4361.506398	0.296253	0.011964	2.6
12183	-1.144457	4361.510024	0.296253	0.007754	3.0
12184	-1.173769	4361.455091	0.296257	0.010655	2.8
12185	-1.104715	4361.400150	0.296260	0.005020	2.7
12186	-1.117662	4362.361699	0.296195	0.006815	3.2
12187	-1.152235	4362.767486	0.296168	0.006335	2.7
12188	-1.118958	4362.720322	0.296171	0.011286	2.8
12189	-1.127426	4363.720067	0.296104	0.006222	3.0
12190	-1.099720	4363.667265	0.296107	0.006839	2.7
12191	-1.190444	4363.663841	0.296107	0.006580	3.0
12192	-1.150062	4364.663339	0.296040	0.006911	2.8
12193	-1.155034	4364.609846	0.296044	0.008000	2.7
12194	-1.101130	4364.555968	0.296047	0.009449	3.9
12195	-1.113098	4365.553022	0.295980	0.008764	2.9
12196	-1.108196	4365.498103	0.295984	0.007825	3.2
12197	-1.150815	4365.443256	0.295987	0.010770	2.7
12198	-1.127626	4366.424982	0.295921	0.004323	2.7
12199	-1.136916	4366.381971	0.295924	0.007793	3.3
12200	-1.134382	4367.297917	0.295862	0.007778	2.7
12201	-1.168587	4368.136433	0.295806	0.008343	2.9
12202	-1.135067	4368.081494	0.295809	0.007458	3.2
12203	-1.143845	4368.026579	0.295813	0.009798	2.7
12204	-1.097892	4367.971640	0.295817	0.007219	2.7
12205	-1.116663	4367.916706	0.295820	0.006200	2.7
12206	-1.181721	4367.978606	0.295816	0.011418	2.9
12207	-1.171883	4367.931106	0.295819	0.005425	3.2
12208	-1.135380	4368.146339	0.295805	0.009940	2.6
12209	-1.117920	4368.128410	0.295806	0.007814	2.7
12210	-1.144229	4369.118908	0.295739	0.009385	2.9
12211	-1.115188	4369.063967	0.295743	0.007485	2.9
12212	-1.160485	4369.009030	0.295747	0.009062	2.9
12213	-1.081197	4369.986945	0.295681	0.006080	2.8
12214	-1.104872	4370.938660	0.295617	0.007630	2.9
12215	-1.148976	4370.900603	0.295619	0.012354	2.9
12216	-1.122349	4370.845662	0.295623	0.006316	2.7
12217	-1.161180	4370.806987	0.295626	0.007378	3.1
12218	-1.150519	4371.806953	0.295558	0.009294	2.9
12219	-1.165017	4371.752011	0.295562	0.010346	2.9
12220	-1.138406	4371.697156	0.295566	0.004525	2.9
12221	-1.149333	4371.646002	0.295569	0.007923	2.8
12222	-1.140759	4371.621476	0.295571	0.009568	2.9
12223	-1.111744	4372.592584	0.295506	0.009072	2.8
12224	-1.133649	4372.634142	0.295503	0.005706	2.8
12225	-1.142672	4373.094239	0.295472	0.005840	3.0
12226	-1.139891	4373.051931	0.295475	0.004915	3.0
12227	-1.150156	4372.999905	0.295478	0.008420	3.1
12228	-1.087898	4373.676795	0.295433	0.005000	2.8
12229	-1.108697	4373.622501	0.295436	0.007267	2.9
12230	-1.129564	4373.838043	0.295422	0.006421	2.7
12231	-1.128394	4373.783105	0.295426	0.007661	2.8
12232	-1.110080	4373.728951	0.295429	0.004466	3.3
12233	-1.129217	4373.683141	0.295432	0.005296	2.9
12234	-1.110345	4373.653283	0.295434	0.004597	2.8
12235	-1.166461	4374.193270	0.295398	0.012524	2.9
12236	-1.133158	4375.185555	0.295331	0.005495	2.7
12237	-1.142670	4375.131730	0.295335	0.011053	3.0
12238	-1.087893	4375.695043	0.295297	0.008223	2.8
12239	-1.124022	4376.693228	0.295230	0.007933	2.6
12240	-1.129460	4376.643586	0.295233	0.008746	2.7
12241	-1.151412	4376.637501	0.295234	0.007650	2.8
12242	-1.137628	4376.587296	0.295237	0.010773	2.7
12243	-1.127369	4377.021640	0.295208	0.008728	3.3
12244	-1.120399	4376.966716	0.295212	0.008005	2.9
12245	-1.128190	4376.912036	0.295215	0.006317	2.7
12246	-1.120394	4377.910114	0.295148	0.004355	2.9
12247	-1.128229	4377.872189	0.295151	0.008622	2.9
12248	-1.154952	4377.826196	0.295154	0.006218	3.3
12249	-1.163413	4378.825498	0.295087	0.005813	2.8
12250	-1.085721	4378.771317	0.295091	0.011456	2.9
12251	-1.152331	4378.716376	0.295094	0.009765	2.8
12252	-1.138474	4378.661446	0.295098	0.010258	2.7
12253	-1.100287	4378.613446	0.295101	0.005844	2.9
12254	-1.155494	4379.605871	0.295035	0.011362	2.8
12255	-1.097850	4380.605535	0.294968	0.009045	2.9
12256	-1.108909	4380.550595	0.294971	0.009579	2.7
12257	-1.107793	4380.495655	0.294975	0.007758	2.8
12258	-1.187406	4381.168864	0.294930	0.005855	2.9
12259	-1.160926	4381.127070	0.294933	0.007568	2.9
12260	-1.141407	4381.080246	0.294936	0.010406	2.8
12261	-1.154956	4382.080235	0.294869	0.008901	2.9
12262	-1.147547	4382.080149	0.294869	0.012388	2.7
12263	-1.171833	4382.032820	0.294872	0.015195	2.6
12264	-1.111114	4383.032820	0.294805	0.004852	2.9
12265	-1.129590	4382.977880	0.294809	0.006886	2.8
12266	-1.135529	4383.590216	0.294768	0.005647	2.9
12267	-1.123025	4383.536003	0.294771	0.006891	2.8
12268	-1.133644	4383.566842	0.294769	0.007049	3.2
12269	-1.135004	4383.516515	0.294773	0.007082	2.7
12270	-1.099395	4383.627488	0.294765	0.007834	2.6
12271	-1.148638	4383.572558	0.294769	0.010020	2.9
12272	-1.147929	4384.141637	0.294731	0.006185	2.7
12273	-1.131399	4385.080875	0.294668	0.007003	2.8
12274	-1.164608	4385.095180	0.294667	0.008220	3.0
12275	-1.149189	4385.043144	0.294671	0.009695	2.7
12276	-1.150577	4386.025663	0.294605	0.005693	2.7
12277	-1.122887	4387.023542	0.294538	0.006137	2.8
12278	-1.122526	4386.969220	0.294542	0.006015	2.8
12279	-1.122546	4387.239821	0.294524	0.008551	2.8
12280	-1.134145	4387.185053	0.294527	0.006637	2.9
12281	-1.092463	4388.127463	0.294464	0.005873	2.8
