1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
1531	-1.085108	682.949145	1.844354	0.008481	2.7
1532	-1.106563	682.894237	1.844498	0.007150	2.7
1533	-1.161589	682.839386	1.844642	0.008835	2.7
1534	-1.140338	683.839381	1.842024	0.010710	3.2
1535	-1.140513	684.107082	1.841325	0.006663	2.6
1536	-1.170911	684.123355	1.841283	0.008102	3.0
1537	-1.095783	685.123226	1.838675	0.006007	2.8
1538	-1.143099	685.163909	1.838569	0.004929	2.8
1539	-1.142081	686.093255	1.836153	0.012035	2.9
1540	-1.116250	686.040361	1.836290	0.007636	2.8
1541	-1.174044	687.040353	1.833697	0.006178	2.9
1542	-1.161514	687.911752	1.831443	0.008145	3.2
1543	-1.131892	688.909796	1.828868	0.011678	2.9
1544	-1.157657	689.909796	1.826296	0.014983	2.8
1545	-1.125311	690.909796	1.823730	0.013944	2.7
1546	-1.117628	691.909796	1.821172	0.009197	3.5
1547	-1.132387	691.854854	1.821312	0.007364	2.7
1548	-1.137800	692.854204	1.818763	0.009635	2.8
1549	-1.131718	693.854204	1.816218	0.008575	2.8
1550	-1.094563	693.799263	1.816358	0.007477	2.8
1551	-1.143469	693.824099	1.816295	0.008901	2.9
1552	-1.122183	693.776879	1.816415	0.009501	2.7
1553	-1.180742	693.725530	1.816545	0.005505	2.8
1554	-1.134773	694.705583	1.814058	0.008188	2.8
1555	-1.093904	694.650728	1.814197	0.006069	2.9
1556	-1.210539	694.603267	1.814317	0.007962	3.0
1557	-1.099947	695.372883	1.812368	0.009551	3.1
1558	-1.133880	696.305065	1.810013	0.009599	2.7
1559	-1.152320	696.699465	1.809018	0.010976	2.8
1560	-1.160092	697.628651	1.806679	0.004665	2.9
1561	-1.102794	698.561540	1.804337	0.005004	2.8
1562	-1.113395	698.656415	1.804099	0.005606	3.5
1563	-1.158263	698.713120	1.803957	0.005008	2.8
1564	-1.122305	698.718751	1.803943	0.009179	2.8
1565	-1.132734	698.663832	1.804080	0.006850	2.8
1566	-1.143784	699.663811	1.801577	0.008576	2.8
1567	-1.115998	699.608988	1.801714	0.005905	3.3
1568	-1.135304	700.513048	1.799457	0.009064	2.9
1569	-1.146912	700.469747	1.799565	0.012544	2.8
1570	-1.118460	701.469505	1.797074	0.014096	2.9
1571	-1.152252	702.464691	1.794602	0.006627	2.8
1572	-1.093005	703.314670	1.792496	0.007619	2.8
1573	-1.176613	703.283038	1.792575	0.006291	2.9
1574	-1.132921	704.282642	1.790104	0.003285	2.9
1575	-1.119770	704.330261	1.789986	0.008011	2.8
1576	-1.177679	704.276497	1.790119	0.007886	2.8
1577	-1.128545	704.280480	1.790109	0.005958	3.0
1578	-1.099183	705.259557	1.787696	0.008081	2.8
1579	-1.087147	706.050047	1.785752	0.007907	2.7
1580	-1.149781	706.004395	1.785865	0.008734	2.8
1581	-1.146837	705.962383	1.785968	0.007885	2.7
1582	-1.094802	706.955981	1.783530	0.008612	3.2
1583	-1.100317	707.133862	1.783094	0.010071	2.8
1584	-1.123641	707.079437	1.783228	0.007602	2.8
1585	-1.130535	707.326862	1.782622	0.008389	3.3
1586	-1.110594	708.247902	1.780370	0.008281	2.6
1587	-1.107156	708.192962	1.780505	0.006412	2.8
1588	-1.178667	708.138023	1.780639	0.017261	2.8
1589	-1.149023	708.112880	1.780700	0.007493	2.7
1590	-1.119105	708.058213	1.780834	0.009695	3.2
1591	-1.177595	708.418605	1.779954	0.007999	2.7
1592	-1.144714	708.363667	1.780088	0.006349	2.9
1593	-1.139503	708.568051	1.779589	0.006225	2.9
1594	-1.149886	709.169452	1.778123	0.007253	2.7
1595	-1.114544	709.114825	1.778256	0.006815	3.0
1596	-1.125077	709.062581	1.778384	0.004969	3.0
1597	-1.082816	709.099380	1.778294	0.012313	2.7
1598	-1.082752	710.099367	1.775862	0.004224	3.1
1599	-1.146653	711.098461	1.773438	0.010187	2.8
1600	-1.117601	711.044100	1.773570	0.008147	2.9
1601	-1.171001	712.044100	1.771150	0.009525	2.7
1602	-1.139675	712.022848	1.771202	0.010057	2.7
1603	-1.165577	713.022847	1.768789	0.015624	3.2
1604	-1.126689	712.967906	1.768921	0.006326	3.3
1605	-1.120732	712.912969	1.769054	0.011063	2.8
1606	-1.110576	713.912795	1.766647	0.008516	2.8
1607	-1.165911	713.858692	1.766777	0.005620	3.0
1608	-1.097929	714.839516	1.764422	0.009177	2.8
1609	-1.114456	715.827131	1.762057	0.005646	2.8
1610	-1.178964	715.772192	1.762188	0.007831	2.9
1611	-1.090868	716.688297	1.760000	0.006701	2.8
1612	-1.118152	717.044441	1.759151	0.010697	3.2
1613	-1.100838	718.042279	1.756775	0.012955	3.2
1614	-1.144372	717.987338	1.756906	0.005464	2.8
1615	-1.129957	717.932447	1.757037	0.016055	2.8
1616	-1.124871	717.877658	1.757167	0.011215	2.9
1617	-1.109751	718.877658	1.754792	0.006370	3.0
1618	-1.148336	718.822720	1.754922	0.008034	3.1
1619	-1.131817	718.767834	1.755052	0.007609	2.8
1620	-1.096538	718.771465	1.755044	0.010110	2.7
1621	-1.132704	719.771458	1.752675	0.007654	2.7
1622	-1.047589	720.501578	1.750949	0.004090	2.8
1623	-1.126529	720.450221	1.751070	0.010592	3.0
1624	-1.114679	720.800125	1.750244	0.006874	3.0
1625	-1.140382	720.785844	1.750278	0.007056	2.6
1626	-1.166452	720.797569	1.750250	0.006679	2.8
1627	-1.146423	720.773300	1.750307	0.009211	2.8
1628	-1.157991	720.718553	1.750437	0.007170	2.9
1629	-1.142141	720.663613	1.750566	0.005995	2.9
1630	-1.113882	720.679434	1.750529	0.008810	2.8
1631	-1.121404	720.678997	1.750530	0.010373	2.9
1632	-1.122224	721.678996	1.748173	0.007031	2.8
1633	-1.170059	722.678993	1.745822	0.014627	2.8
1634	-1.126567	723.678993	1.743478	0.005655	2.8
1635	-1.132574	723.624077	1.743606	0.008308	2.8
1636	-1.183659	723.843899	1.743092	0.006908	3.3
1637	-1.118903	723.788989	1.743220	0.007421	3.1
1638	-1.103156	723.735868	1.743345	0.010146	2.7
1639	-1.124275	724.735868	1.741007	0.005206	2.9
1640	-1.114658	725.466621	1.739303	0.008453	2.9
1641	-1.137576	726.430880	1.737059	0.006649	2.7
1642	-1.130180	726.376882	1.737184	0.008903	3.0
1643	-1.164213	727.371853	1.734875	0.012882	3.3
1644	-1.129167	727.317078	1.735002	0.006580	3.7
1645	-1.182253	728.317078	1.732686	0.014886	3.2
1646	-1.141515	729.317078	1.730377	0.011524	2.9
1647	-1.176971	730.317078	1.728074	0.006640	2.9
1648	-1.124673	730.262190	1.728200	0.011608	3.1
1649	-1.118041	730.207249	1.728326	0.006930	2.8
1650	-1.145172	731.207222	1.726029	0.010488	2.7
1651	-1.134125	731.152408	1.726155	0.007525	2.8
1652	-1.137705	731.097553	1.726281	0.009635	3.3
1653	-1.111659	731.042614	1.726407	0.008738	3.0
1654	-1.147978	730.992641	1.726521	0.008072	3.2
1655	-1.152800	730.956772	1.726604	0.009541	3.0
1656	-1.104710	731.884879	1.724475	0.006113	3.1
1657	-1.094986	732.855093	1.722256	0.006264	3.4
1658	-1.154363	732.815910	1.722345	0.006358	3.3
1659	-1.135017	733.680828	1.720371	0.007000	3.1
1660	-1.112918	734.644609	1.718177	0.005450	3.3
1661	-1.126642	734.589895	1.718302	0.008009	3.1
1662	-1.157937	734.534972	1.718427	0.007642	3.2
1663	-1.150736	735.533431	1.716159	0.008149	3.1
1664	-1.121203	735.478936	1.716282	0.008558	3.3
1665	-1.109319	736.478761	1.714017	0.008052	3.0
1666	-1.113081	736.423820	1.714141	0.009243	3.1
1667	-1.137363	736.368879	1.714266	0.007960	3.1
1668	-1.127302	736.313960	1.714390	0.008257	3.3
1669	-1.131521	737.195162	1.712397	0.005576	3.1
1670	-1.109803	737.141666	1.712518	0.008393	3.1
1671	-1.164796	737.117025	1.712574	0.008554	3.0
1672	-1.163931	737.062111	1.712698	0.012616	3.2
1673	-1.119589	737.019437	1.712794	0.005725	3.2
1674	-1.157924	738.018712	1.710539	0.004535	3.1
1675	-1.143854	738.349116	1.709795	0.006986	3.2
1676	-1.137721	739.336161	1.707575	0.005061	3.1
1677	-1.103087	739.281904	1.707697	0.007274	3.1
1678	-1.101052	740.264411	1.705493	0.006203	3.1
1679	-1.170161	740.217243	1.705599	0.009390	2.9
1680	-1.124499	740.164190	1.705718	0.008372	2.7
1681	-1.138313	740.109249	1.705841	0.011451	3.2
1682	-1.187110	741.109249	1.703603	0.007412	3.3
1683	-1.106270	741.054308	1.703726	0.008242	3.2
1684	-1.137119	740.999820	1.703847	0.005168	3.1
1685	-1.103390	740.950185	1.703958	0.004522	3.0
1686	-1.135306	741.458518	1.702822	0.006693	3.2
1687	-1.112507	741.546610	1.702626	0.008552	3.4
1688	-1.134991	742.202446	1.701162	0.008517	3.3
1689	-1.125999	743.200645	1.698940	0.010169	3.0
1690	-1.151705	744.200645	1.696720	0.004072	3.1
1691	-1.125142	745.076944	1.694779	0.005161	3.3
1692	-1.109140	745.046354	1.694847	0.008775	3.3
1693	-1.146164	745.016896	1.694912	0.010378	3.0
1694	-1.155797	744.961955	1.695034	0.008463	2.7
1695	-1.107341	744.907014	1.695155	0.010722	2.8
1696	-1.112410	745.294323	1.694299	0.007868	3.4
1697	-1.086817	745.239381	1.694420	0.010277	2.9
1698	-1.114941	746.097651	1.692524	0.007935	2.9
1699	-1.122578	746.042710	1.692645	0.008368	2.8
1700	-1.121588	747.042702	1.690442	0.007149	2.7
1701	-1.111540	748.014232	1.688306	0.010593	2.7
1702	-1.138094	747.959291	1.688427	0.006622	2.9
1703	-1.144109	748.950907	1.686252	0.005894	2.7
1704	-1.083353	748.897278	1.686370	0.008320	3.1
1705	-1.146597	748.842415	1.686490	0.012911	2.7
1706	-1.140897	748.940592	1.686275	0.009455	2.6
1707	-1.093300	748.885858	1.686395	0.015521	2.8
1708	-1.103340	749.885502	1.684208	0.005043	2.7
1709	-1.134214	749.840847	1.684305	0.007033	2.9
1710	-1.123104	749.808349	1.684376	0.007715	3.1
1711	-1.128146	749.753409	1.684496	0.006942	2.6
1712	-1.125449	749.698744	1.684616	0.007892	2.8
1713	-1.122835	749.870579	1.684240	0.008163	2.8
1714	-1.107004	750.151490	1.683627	0.008652	2.9
1715	-1.120494	751.151489	1.681446	0.010749	3.2
1716	-1.071550	751.096548	1.681566	0.014247	2.6
1717	-1.141785	752.096548	1.679391	0.004256	2.9
1718	-1.160553	752.542786	1.678422	0.007380	2.7
1719	-1.144269	752.496582	1.678522	0.013780	2.8
1720	-1.130913	753.496582	1.676355	0.010087	3.2
1721	-1.116276	753.441640	1.676474	0.008936	2.9
1722	-1.114608	754.441634	1.674312	0.006548	2.7
1723	-1.161128	754.410376	1.674380	0.007419	2.8
1724	-1.154500	754.546907	1.674085	0.008513	2.7
1725	-1.119955	755.543864	1.671936	0.010207	2.9
1726	-1.075726	755.488923	1.672054	0.007778	2.9
1727	-1.128913	755.909611	1.671149	0.008128	2.7
1728	-1.117596	755.854671	1.671267	0.004997	2.8
1729	-1.137654	756.586708	1.669693	0.007355	2.7
1730	-1.128207	756.808572	1.669217	0.006665	3.0
1731	-1.119571	756.881266	1.669061	0.005064	2.7
1732	-1.136086	756.882881	1.669058	0.005942	2.6
1733	-1.135636	756.988499	1.668831	0.009344	3.2
1734	-1.088107	757.982034	1.666703	0.009722	2.9
1735	-1.158033	758.982034	1.664566	0.010503	3.0
1736	-1.140025	758.927093	1.664683	0.006506	3.2
1737	-1.147703	759.924964	1.662556	0.007547	2.8
1738	-1.145165	759.991324	1.662415	0.005338	2.7
1739	-1.143147	760.989412	1.660293	0.006781	2.9
1740	-1.134798	760.971264	1.660331	0.006482	2.7
1741	-1.151022	761.893981	1.658374	0.005868	3.2
1742	-1.137516	762.870032	1.656309	0.008525	3.2
1743	-1.098463	762.815109	1.656426	0.009606	2.8
1744	-1.126945	763.815109	1.654315	0.007396	3.1
1745	-1.146911	763.760170	1.654431	0.009425	2.8
1746	-1.116941	763.705254	1.654547	0.009720	3.0
1747	-1.161943	763.650321	1.654662	0.006458	2.7
1748	-1.146769	763.595385	1.654778	0.007270	3.2
1749	-1.136740	763.662698	1.654636	0.010649	2.7
1750	-1.107748	764.660622	1.652535	0.006712	3.0
1751	-1.161570	765.239653	1.651318	0.009717	2.8
1752	-1.136460	765.920707	1.649888	0.007835	2.8
1753	-1.139461	766.919598	1.647797	0.011000	3.0
1754	-1.125912	766.864657	1.647912	0.007682	2.7
1755	-1.136853	766.809716	1.648027	0.009586	2.8
1756	-1.164946	767.791844	1.645975	0.009031	2.8
1757	-1.104640	768.791844	1.643891	0.006517	3.1
1758	-1.170132	769.789383	1.641817	0.004801	2.7
1759	-1.125874	769.740512	1.641918	0.008560	2.9
1760	-1.118732	770.670762	1.639989	0.008838	2.9
1761	-1.138418	770.615821	1.640103	0.004428	3.3
1762	-1.150878	770.612735	1.640109	0.006176	2.8
1763	-1.156651	770.563730	1.640211	0.009856	3.2
1764	-1.128789	770.517471	1.640307	0.008677	2.6
1765	-1.133856	770.473257	1.640398	0.008941	2.8
1766	-1.132575	770.418318	1.640512	0.008269	3.1
1767	-1.125324	770.363535	1.640626	0.005715	2.7
1768	-1.151109	770.312299	1.640732	0.007030	3.0
1769	-1.107901	770.311716	1.640733	0.012276	3.0
1770	-1.150973	771.311709	1.638662	0.006368	2.9
1771	-1.152479	772.311691	1.636597	0.008684	2.8
1772	-1.144514	773.308263	1.634543	0.006956	3.1
1773	-1.154998	774.135557	1.632843	0.006687	2.7
1774	-1.135568	774.227586	1.632654	0.005383	2.7
1775	-1.186757	774.187128	1.632737	0.010637	2.7
1776	-1.117538	774.169621	1.632773	0.008089	2.8
1777	-1.127308	774.114868	1.632885	0.007351	2.9
1778	-1.103519	775.113278	1.630837	0.007522	2.8
1779	-1.111462	775.058382	1.630950	0.007066	2.7
1780	-1.097398	776.048626	1.628924	0.006829	2.8
1781	-1.151337	776.019267	1.628984	0.006887	2.9
1782	-1.185678	776.855603	1.627276	0.009720	2.7
1783	-1.095160	777.738599	1.625477	0.008892	2.8
1784	-1.166873	778.738599	1.623445	0.006989	2.9
1785	-1.143084	779.628622	1.621640	0.006754	2.9
1786	-1.101744	779.590204	1.621718	0.006825	2.8
1787	-1.144855	780.240417	1.620402	0.011614	2.7
1788	-1.128659	780.185476	1.620513	0.008070	2.8
1789	-1.143992	780.313649	1.620254	0.011723	2.7
1790	-1.137208	781.313649	1.618234	0.008723	2.7
1791	-1.163095	781.397807	1.618064	0.008469	2.7
1792	-1.115267	782.374595	1.616097	0.007582	2.9
1793	-1.098547	782.742981	1.615356	0.006054	2.8
1794	-1.171521	782.698886	1.615445	0.007151	2.7
1795	-1.128490	782.648375	1.615547	0.007689	2.7
1796	-1.137560	782.593459	1.615657	0.008833	2.7
1797	-1.180591	782.538518	1.615767	0.010236	2.9
1798	-1.155607	782.483577	1.615878	0.009980	3.3
1799	-1.137201	783.483577	1.613869	0.008119	3.2
1800	-1.151173	783.986056	1.612862	0.007127	2.9
1801	-1.127714	783.932877	1.612968	0.007860	2.7
1802	-1.117629	784.663855	1.611505	0.010106	3.3
1803	-1.100327	784.613826	1.611605	0.007610	2.8
1804	-1.146078	785.133869	1.610565	0.005891	2.7
1805	-1.172642	786.057488	1.608722	0.005511	2.9
1806	-1.143007	786.012716	1.608812	0.008003	2.9
1807	-1.105111	785.981570	1.608874	0.007817	3.1
1808	-1.100946	785.926629	1.608983	0.007989	3.5
1809	-1.103170	786.926614	1.606992	0.006350	3.2
1810	-1.105789	787.868110	1.605121	0.007560	2.7
1811	-1.162204	787.959431	1.604940	0.006415	3.0
1812	-1.137679	787.910933	1.605036	0.004794	3.0
1813	-1.130785	787.856792	1.605144	0.007465	2.8
1814	-1.143164	788.825733	1.603223	0.007222	3.1
1815	-1.161423	789.798775	1.601299	0.012670	2.8
1816	-1.085686	790.798775	1.599327	0.009761	2.8
1817	-1.149799	790.743834	1.599435	0.005388	3.2
1818	-1.144775	790.689020	1.599543	0.013985	3.3
1819	-1.143438	791.686922	1.597579	0.010657	2.8
1820	-1.146497	792.686922	1.595615	0.006186	3.0
1821	-1.134666	793.038897	1.594925	0.003590	3.2
1822	-1.128010	792.994742	1.595012	0.009832	2.8
1823	-1.132670	792.953428	1.595093	0.010921	2.7
1824	-1.092448	792.898493	1.595201	0.008294	2.8
1825	-1.182967	793.898263	1.593244	0.006161	2.9
1826	-1.187292	794.533900	1.592002	0.006764	2.6
1827	-1.124993	794.572254	1.591927	0.010121	2.7
1828	-1.143351	795.231607	1.590641	0.010389	2.9
1829	-1.115973	796.231607	1.588695	0.004203	2.7
1830	-1.164660	796.185879	1.588783	0.007424	2.9
1831	-1.082822	797.069463	1.587067	0.006906	2.8
1832	-1.117559	798.050965	1.585166	0.005901	3.3
1833	-1.098538	797.996112	1.585272	0.006657	3.2
1834	-1.131314	797.941383	1.585378	0.008028	2.8
1835	-1.105120	798.940764	1.583445	0.012925	2.9
1836	-1.139375	798.885823	1.583551	0.006960	2.8
1837	-1.114589	798.830933	1.583657	0.005052	2.9
1838	-1.171702	798.798589	1.583720	0.008687	2.9
1839	-1.086354	798.743891	1.583826	0.010198	2.9
1840	-1.144911	798.688950	1.583932	0.006931	3.2
1841	-1.126062	798.635197	1.584036	0.008547	2.7
1842	-1.115782	798.580256	1.584142	0.006934	3.2
1843	-1.159095	799.580145	1.582212	0.007387	2.8
1844	-1.108820	799.526247	1.582315	0.007091	2.7
1845	-1.073507	799.510519	1.582346	0.005130	2.9
1846	-1.100501	799.574408	1.582223	0.005741	2.9
1847	-1.095425	799.618405	1.582138	0.006572	2.9
1848	-1.116226	799.598699	1.582176	0.006804	3.0
1849	-1.135120	799.818902	1.581751	0.006582	2.6
1850	-1.091054	799.837410	1.581716	0.006444	2.7
1851	-1.191170	800.437128	1.580561	0.004681	2.9
1852	-1.124146	800.397925	1.580636	0.006072	2.9
1853	-1.167056	800.345536	1.580737	0.009344	2.9
1854	-1.143330	801.345451	1.578815	0.008146	2.8
1855	-1.098413	801.301753	1.578899	0.005474	2.7
1856	-1.122504	801.248163	1.579002	0.009714	2.7
1857	-1.137146	801.193225	1.579107	0.007993	2.6
1858	-1.159884	801.138284	1.579213	0.009898	2.9
1859	-1.160478	802.138144	1.577295	0.010029	2.8
1860	-1.159196	802.083203	1.577400	0.008917	2.8
1861	-1.157284	802.028262	1.577505	0.006012	2.9
1862	-1.141891	802.000329	1.577559	0.009910	2.7
1863	-1.104887	801.945704	1.577663	0.005945	3.4
1864	-1.131437	802.816106	1.575997	0.008055	3.1
1865	-1.104873	803.480897	1.574726	0.010557	2.9
1866	-1.128993	804.386011	1.572999	0.006664	2.7
1867	-1.170279	805.385913	1.571096	0.007405	2.9
1868	-1.105701	805.346287	1.571171	0.006029	2.8
1869	-1.083976	806.331332	1.569300	0.005940	2.6
1870	-1.160451	806.276944	1.569404	0.009822	2.7
1871	-1.136731	806.222531	1.569507	0.007981	3.2
1872	-1.104737	806.167615	1.569611	0.007839	2.8
1873	-1.128691	806.600267	1.568790	0.018524	2.8
1874	-1.151339	806.548060	1.568889	0.011047	3.0
1875	-1.163984	807.548060	1.566996	0.007499	2.8
1876	-1.204513	808.547990	1.565107	0.006985	3.2
1877	-1.113811	809.530769	1.563255	0.011099	2.8
1878	-1.104499	809.475852	1.563358	0.005178	2.9
1879	-1.132894	810.285357	1.561836	0.009875	2.8
1880	-1.129969	810.849636	1.560777	0.009027	2.7
1881	-1.178057	810.800923	1.560868	0.010498	3.1
1882	-1.162819	810.745982	1.560971	0.007987	3.3
1883	-1.139105	810.691041	1.561074	0.007119	2.7
1884	-1.131577	810.636102	1.561177	0.013056	2.8
1885	-1.135961	811.635090	1.559304	0.010021	2.8
1886	-1.105238	812.635090	1.557434	0.007441	3.4
1887	-1.099867	812.580358	1.557536	0.007030	2.9
1888	-1.108846	812.525420	1.557639	0.009703	2.6
1889	-1.176592	813.525401	1.555772	0.007978	2.8
1890	-1.130552	813.470460	1.555875	0.008315	2.8
1891	-1.134737	814.470165	1.554013	0.006127	3.0
1892	-1.113723	814.415273	1.554115	0.008679	2.8
1893	-1.081868	815.402317	1.552281	0.006932	2.9
1894	-1.179122	816.401922	1.550428	0.005113	2.8
1895	-1.138898	816.571393	1.550114	0.008094	3.0
1896	-1.132085	817.509656	1.548380	0.005046	3.0
1897	-1.155097	818.107668	1.547276	0.005680	3.0
1898	-1.137129	818.073297	1.547340	0.007757	3.0
1899	-1.174950	818.018361	1.547441	0.009652	2.6
1900	-1.147153	817.963420	1.547542	0.008412	3.1
1901	-1.149619	817.908479	1.547644	0.004890	3.0
1902	-1.111681	818.141844	1.547213	0.007666	3.1
1903	-1.119785	818.204428	1.547098	0.006009	2.9
1904	-1.111961	818.149888	1.547198	0.010292	2.8
1905	-1.138102	819.087309	1.545472	0.006408	2.7
1906	-1.142475	820.076017	1.543655	0.006721	3.2
1907	-1.136705	820.045528	1.543711	0.005376	2.7
1908	-1.116682	820.037847	1.543725	0.007162	3.1
1909	-1.137852	821.023247	1.541919	0.005624	2.8
1910	-1.171091	820.989485	1.541980	0.007977	2.8
1911	-1.176092	821.745700	1.540597	0.008731	2.9
1912	-1.150293	821.691961	1.540695	0.008983	2.8
1913	-1.147331	821.637030	1.540796	0.008886	2.7
1914	-1.120335	822.636800	1.538970	0.010669	2.8
1915	-1.157664	822.742254	1.538777	0.011267	3.0
1916	-1.173807	823.655229	1.537114	0.011125	2.8
1917	-1.133285	824.655229	1.535296	0.006429	3.2
1918	-1.137152	825.655229	1.533483	0.003901	2.8
1919	-1.113786	825.794531	1.533231	0.012424	2.9
1920	-1.093875	826.784045	1.531441	0.009112	2.9
1921	-1.119821	827.784045	1.529637	0.005873	2.9
1922	-1.152310	828.236746	1.528821	0.011653	2.9
1923	-1.064148	828.181819	1.528920	0.004324	2.8
1924	-1.122080	828.208425	1.528872	0.008212	3.1
1925	-1.151158	829.141847	1.527194	0.008944	2.9
1926	-1.145493	829.086918	1.527292	0.009276	2.8
1927	-1.105833	830.085115	1.525501	0.009226	3.2
1928	-1.131815	830.030175	1.525600	0.011061	2.8
1929	-1.141939	829.975240	1.525698	0.010344	3.0
1930	-1.136573	829.920299	1.525797	0.012920	3.0
1931	-1.108827	829.865358	1.525895	0.006350	2.8
1932	-1.137173	830.865004	1.524105	0.004805	2.9
1933	-1.111644	830.842499	1.524145	0.007849	2.8
1934	-1.155610	830.801969	1.524217	0.006155	2.7
1935	-1.156205	831.427612	1.523099	0.005381	2.8
1936	-1.138851	831.377683	1.523188	0.008005	2.8
1937	-1.113276	832.206971	1.521707	0.005246	2.8
1938	-1.099218	832.154357	1.521801	0.009837	2.8
1939	-1.104576	833.122425	1.520076	0.008918	2.7
1940	-1.130773	833.596465	1.519233	0.005390	2.7
1941	-1.116209	834.458075	1.517703	0.009743	3.0
1942	-1.133478	835.423062	1.515993	0.011926	3.0
1943	-1.161530	836.423061	1.514225	0.008554	3.2
1944	-1.140774	836.368120	1.514322	0.013171	2.7
1945	-1.119595	837.368120	1.512558	0.004837	2.9
1946	-1.113118	838.355440	1.510820	0.006470	2.9
1947	-1.181618	838.309116	1.510901	0.010143	3.1
1948	-1.105352	838.254181	1.510998	0.007974	3.3
1949	-1.133435	839.222883	1.509296	0.008571	3.4
1950	-1.143557	839.178979	1.509374	0.006838	2.7
1951	-1.159012	839.344051	1.509084	0.008016	2.8
1952	-1.078135	840.344033	1.507332	0.008460	3.1
1953	-1.118992	840.292136	1.507423	0.009327	2.8
1954	-1.130085	840.237195	1.507519	0.006022	2.7
1955	-1.105047	840.907560	1.506346	0.006810	2.9
1956	-1.155492	841.024235	1.506143	0.007857	3.3
1957	-1.165860	841.055153	1.506089	0.006551	3.1
1958	-1.105055	841.244666	1.505757	0.008120	2.8
1959	-1.138243	841.193353	1.505847	0.007310	3.0
1960	-1.121215	841.138436	1.505943	0.007822	2.9
1961	-1.085537	841.094829	1.506019	0.005769	2.9
1962	-1.142283	841.212413	1.505814	0.010168	3.4
1963	-1.116682	841.233190	1.505778	0.012382	2.9
1964	-1.128483	841.178602	1.505873	0.006478	2.8
1965	-1.154155	842.178564	1.504128	0.013986	2.8
1966	-1.113211	843.086608	1.502548	0.009673	2.8
1967	-1.139030	844.086608	1.500811	0.015634	3.1
1968	-1.150249	844.032028	1.500906	0.005750	2.6
1969	-1.133637	843.977087	1.501001	0.006790	2.7
1970	-1.156698	844.883262	1.499430	0.006716	2.7
1971	-1.182112	845.882070	1.497702	0.007836	2.9
1972	-1.130803	845.967817	1.497554	0.007389	3.0
1973	-1.133601	846.946505	1.495866	0.008691	2.8
1974	-1.117807	847.928820	1.494175	0.005606	2.8
1975	-1.106769	848.110675	1.493862	0.009036	3.0
1976	-1.146043	848.060099	1.493949	0.006841	2.8
1977	-1.075894	848.005158	1.494043	0.009319	2.9
1978	-1.172862	848.390511	1.493381	0.006935	3.3
1979	-1.138313	849.390511	1.491665	0.012708	3.1
1980	-1.097748	849.335569	1.491760	0.006215	2.7
1981	-1.149775	849.282035	1.491851	0.008203	2.8
1982	-1.149207	849.860610	1.490860	0.005549	2.8
1983	-1.123260	849.805683	1.490954	0.010620	3.2
1984	-1.141464	849.751070	1.491048	0.008500	2.6
1985	-1.140283	850.751069	1.489337	0.009348	3.1
1986	-1.137081	851.751069	1.487631	0.015328	3.0
1987	-1.147260	852.751069	1.485928	0.011389	2.7
1988	-1.107386	853.751069	1.484230	0.008075	2.8
1989	-1.189391	854.751069	1.482535	0.007096	3.0
1990	-1.144990	854.721666	1.482584	0.006697	2.9
1991	-1.129648	854.768991	1.482504	0.009356	3.2
1992	-1.162370	855.634543	1.481041	0.006913	3.2
1993	-1.173652	856.133224	1.480199	0.009158	2.9
1994	-1.141885	856.078401	1.480291	0.009105	2.8
1995	-1.125042	856.377430	1.479787	0.009021	2.7
1996	-1.152566	857.370855	1.478113	0.010118	2.9
1997	-1.121835	857.315916	1.478205	0.006263	2.8
1998	-1.119642	857.261077	1.478298	0.008700	2.8
1999	-1.151827	857.276244	1.478272	0.008760	3.0
2000	-1.091024	858.276243	1.476591	0.005897	2.8
2001	-1.125735	858.628989	1.475999	0.018884	2.9
2002	-1.158963	858.657882	1.475950	0.012059	2.7
2003	-1.112941	859.657882	1.474274	0.008273	3.0
2004	-1.149225	859.602941	1.474366	0.005444	2.9
2005	-1.141001	860.205969	1.473357	0.014106	2.7
2006	-1.126109	861.105590	1.471855	0.005907	2.8
2007	-1.133519	862.068125	1.470251	0.009426	2.7
2008	-1.154390	862.075450	1.470238	0.009192	3.1
2009	-1.158395	862.020509	1.470330	0.007403	2.7
2010	-1.170872	861.966864	1.470419	0.007171	2.9
2011	-1.057537	861.912089	1.470510	0.006273	3.0
2012	-1.098182	862.911526	1.468848	0.004756	3.0
2013	-1.136823	862.880245	1.468900	0.007488	3.1
2014	-1.106741	863.055274	1.468609	0.009772	2.8
2015	-1.172660	863.001285	1.468699	0.007637	3.2
2016	-1.114384	862.984252	1.468727	0.005794	2.9
2017	-1.160717	862.930868	1.468816	0.005346	2.8
2018	-1.120650	863.092225	1.468547	0.005742	3.1
2019	-1.108397	863.075437	1.468575	0.007526	3.0
2020	-1.143785	864.072080	1.466922	0.007157	2.8
2021	-1.109187	864.589060	1.466065	0.010654	2.9
2022	-1.186997	864.609601	1.466031	0.006302	2.9
2023	-1.133241	865.607434	1.464381	0.010558	2.9
2024	-1.100710	865.552538	1.464472	0.008468	2.8
2025	-1.155414	865.497607	1.464563	0.010035	2.7
2026	-1.160080	866.439022	1.463009	0.015830	3.1
2027	-1.117231	867.439022	1.461362	0.006394	2.9
2028	-1.160663	867.391309	1.461441	0.009106	2.8
